BUY,0.01531691,1597299856.0,9744.37
BUY,0.01001833,1597384399.0,9932.04
BUY,0.00499002,1597501969.0,10020.0
BUY,0.00498952,1597501969.0,10021.0
BUY,0.00498902,1597501969.0,10022.0
BUY,0.00199561,1597501969.0,10022.0
BUY,0.18159294,1597501969.0,10022.69
BUY,0.01987362,1597501978.0,10013.52
BUY,0.00991349,1597563687.0,10037.07
BUY,0.00495609,1597646047.0,10038.39
BUY,0.29275109,1597665366.0,10196.63
BUY,0.16650796,1597671648.0,10336.6
BUY,0.26594717,1597671648.0,10338.26
BUY,0.015,1597699140.0,10401.38
BUY,0.05206403,1597699140.0,10401.38
BUY,0.00998726,1597920922.0,9977.83
BUY,0.01996272,1598247462.0,9983.73
BUY,0.01027787,1598444973.0,9695.7
BUY,0.00774808,1598513340.0,9646.05
BUY,0.010184,1598853915.0,9785.07
BUY,0.00998138,1598947145.0,9983.71
BUY,0.007779,1599047631.0,9607.71
BUY,0.00809776,1599135444.0,9229.51
BUY,0.0270016,1599180834.0,8702.18
BUY,0.027,1599180834.0,8702.18
BUY,0.03760853,1599180834.0,8702.23
BUY,0.01008658,1599241329.0,8891.62
BUY,0.03470317,1599459880.0,8614.59
BUY,0.01725717,1599547355.0,8661.72
BUY,0.01146073,1599658793.0,8695.01
BUY,0.0083056,1599744452.0,8773.02
BUY,0.00305322,1599744452.0,8773.02
BUY,0.0162738,1600240931.0,9185.12
BUY,0.005,1600241112.0,9171.17
BUY,0.00260585,1600241112.0,9171.66
BUY,0.01611543,1600412487.0,9261.54
BUY,0.02148777,1600412495.0,9261.31
BUY,0.0334392,1600710861.0,8926.87
BUY,0.05562993,1600846560.0,8943.25
BUY,0.04305519,1601132592.0,9244.18
BUY,0.05456795,1601878859.0,9117.3
BUY,0.01089269,1601971332.0,9134.79
BUY,0.01100481,1602048410.0,9041.72
BUY,0.05337383,1602271174.0,9321.28
BUY,0.03202429,1602271180.0,9321.28
BUY,0.01283311,1602271185.0,9321.27
BUY,0.00851643,1602271185.0,9321.28
BUY,0.05189795,1602359536.0,9586.36
BUY,0.03060676,1602577171.0,9752.99
BUY,0.03059992,1602577181.0,9755.17
BUY,0.0032853,1602655039.0,9743.17
BUY,0.04777625,1602655039.0,9743.4
BUY,0.063379,1602655047.0,9743.17
BUY,0.01377508,1603349896.0,10835.05
BUY,0.01733943,1603350364.0,10787.86
BUY,0.04722549,1603350364.0,10787.86
BUY,0.09095291,1603354859.0,10940.0
BUY,0.10004829,1603354900.0,10939.99
BUY,0.10919979,1603358654.0,10979.92
BUY,0.02732668,1603436823.0,10939.99
BUY,0.0103273,1603440938.0,10987.06
BUY,0.03910346,1603440938.0,10987.07
BUY,0.04500621,1603554443.0,11070.83
BUY,0.01820112,1603607922.0,10993.04
BUY,0.00899304,1603607922.0,10993.83
BUY,0.00903033,1603698751.0,11035.16
BUY,0.01804278,1603748610.0,11046.1
BUY,0.01022428,1603783393.0,11149.64
BUY,0.062,1603783393.0,11150.21
BUY,0.01714783,1603783393.0,11150.22
BUY,0.01717883,1603869214.0,11601.63
BUY,0.00858801,1603869222.0,11603.52
BUY,0.25,1603896193.0,11292.47
BUY,0.05885753,1603896193.0,11292.95
BUY,0.01774721,1603956569.0,11230.07
BUY,0.2,1603983007.0,11505.89
BUY,0.02583457,1603983007.0,11507.07
BUY,0.11192582,1603983007.0,11507.08
BUY,0.38092042,1605080466.0,13080.32
BUY,0.07562948,1605089514.0,13176.24
BUY,0.093,1605107520.0,13366.55
BUY,0.13065238,1605107520.0,13367.13
BUY,0.03,1605626601.0,14602.06
BUY,0.07236689,1605626601.0,14602.07
BUY,0.06225841,1605858094.0,15450.0
BUY,0.00224076,1605858094.0,15450.0
BUY,0.07037118,1606463776.0,14160.8
BUY,0.01973464,1606661330.0,15148.67
BUY,0.01928528,1607126652.0,15501.65
BUY,0.00617288,1607126662.0,15506.74
BUY,0.00025343,1607126662.0,15506.75
BUY,0.02514757,1607881488.0,15826.97
BUY,0.0251543,1607881500.0,15822.74
BUY,0.01309895,1607881508.0,15822.67
BUY,0.01205545,1607881508.0,15822.68
BUY,0.05904158,1608124315.0,16852.95
BUY,0.01,1608124322.0,16860.42
BUY,0.04896167,1608124322.0,16878.93
BUY,0.01296846,1608388444.0,19210.29
BUY,0.0103764,1608388454.0,19207.28
