BUY,0.3321028599999998,1591102426.0,8490.37
BUY,0.004,1591102441.0,8511.76
BUY,0.0157129,1591102441.0,8511.76
BUY,0.21466992,1591102441.0,8511.77
BUY,0.09956003,1591104695.0,8420.28
BUY,0.00148328,1591104759.0,8434.0
BUY,0.00230057,1591104759.0,8434.0
BUY,0.04354582,1591104759.0,8434.53
BUY,0.00314208,1591104834.0,8439.64
BUY,0.04415865,1591104834.0,8439.65
BUY,0.00579668,1591251544.0,8608.41
BUY,0.0086681,1591277712.0,8635.14
BUY,0.00864148,1591338706.0,8661.74
BUY,0.00874814,1591462765.0,8556.13
BUY,0.00871285,1591474771.0,8590.79
BUY,0.00889446,1591541357.0,8415.38
BUY,0.01156945,1591592366.0,8626.2
BUY,0.03470839,1591592399.0,8626.19
BUY,0.09302622,1591599450.0,8582.56
BUY,0.02325653,1591599457.0,8582.57
BUY,0.05774289,1591604466.0,8641.79
BUY,0.01158274,1591684369.0,8612.0
BUY,0.00870323,1591770511.0,8596.0
BUY,0.00859429,1591821812.0,8704.96
BUY,0.00588449,1591877151.0,8475.72
BUY,0.09358272,1591890190.0,8275.5
BUY,0.00284653,1591890190.0,8277.15
BUY,0.00892612,1591944753.0,8381.35
BUY,0.00892574,1592078574.0,8381.71
BUY,0.00920163,1592203368.0,8130.4
BUY,0.00923716,1592210916.0,8099.13
BUY,0.00594659,1592289929.0,8387.21
BUY,0.00594263,1592463344.0,8392.79
BUY,0.00594037,1592811902.0,8395.99
BUY,0.0058529,1592893489.0,8521.46
BUY,0.0088745,1592985403.0,8430.1
BUY,0.01028279,1593031886.0,8245.62
BUY,0.01228454,1593154292.0,8120.01
BUY,0.00911649,1593202446.0,8206.33
BUY,0.012306,1593273243.0,8105.85
BUY,0.02470603,1593288738.0,8075.0
BUY,0.0093062,1593322100.0,8039.04
BUY,0.0092603,1593411625.0,8078.89
BUY,0.00611961,1593500907.0,8150.07
BUY,0.00730864,1593587153.0,8188.98
BUY,0.00727867,1593634057.0,8222.7
BUY,0.00617457,1593930137.0,8057.43
BUY,0.00616003,1593985840.0,8076.45
BUY,0.00604143,1594116521.0,8235.0
BUY,0.00598361,1594227149.0,8314.58
BUY,0.00734379,1594357545.0,8129.52
BUY,0.01209961,1594640695.0,8223.61
BUY,0.00612023,1594704928.0,8128.98
BUY,0.00736738,1594789917.0,8103.49
BUY,0.00932845,1594879348.0,7999.92
BUY,0.00866702,1594986868.0,8036.41
BUY,0.00617921,1595093168.0,8051.38
BUY,0.00743017,1595232415.0,8035.01
BUY,0.00731232,1595320855.0,8164.5
BUY,0.0123054,1595430299.0,8086.08
BUY,0.00718722,1595517518.0,8306.61
BUY,0.00842499,1595580095.0,8267.27
BUY,0.02405187,1595619561.0,8273.99
BUY,0.02266097,1596924161.0,9987.71
BUY,0.0020024,1596924161.0,9988.0
BUY,0.0020022,1596924161.0,9989.0
BUY,0.02314358,1596924161.0,9989.0
BUY,0.01,1596924175.0,9990.0
BUY,0.002002,1596924175.0,9990.0
BUY,0.01,1596924175.0,9990.98
BUY,0.0020018,1596924175.0,9991.0
BUY,0.0020016,1596924175.0,9992.0
BUY,0.0138301,1596924175.0,9992.71
BUY,0.00436501,1597131174.0,9988.71
BUY,0.01057723,1597131174.0,9988.71
BUY,0.01018548,1597214569.0,9769.05
BUY,0.01011206,1597234132.0,9839.98
BUY,0.01014429,1597249097.0,9808.71
